Nombre de la carrera,area,Duracion
Arquitectura,Diseño- Matematicas,3 años
Arquitectura de Interiores,Diseño,3 años
Diseño Grafico,Arte,3 años
Derecho,Humanidades,3 años
Gastronomia,Administracion,3 años
Administracion ,Administracion,3 años
Informatica,Informatica,3 años
Enfermeria,C. de la Salud,3 años
